overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
5,,False,"01 27, 2012",A1N0C7R87RCXP2,B005ESMMWW,,Robert E. Feyerabend,Gift Card came in a nice gift box and was very easy to use. A very thoughtful gift. I Hope to get more in the future.,Nice gift,1327622400,,Positive,gift card came nice gift box easy use thoughtful gift hope get future,4.9701,0.029899999999999594
3,,True,"07 24, 2018",A157PANZ6ASV54,B0188LO3UK,,Ricardo C.,when I got to the restaurant the server had difficulty applying the card to my recipet!,Three Stars,1532390400,,Neutral,got restaurant server difficulty applying card recipet!,2.6798,0.3201999999999998
3,,True,"01 4, 2014",A223KVI9ZZ2ONZ,B004Q7CK9M,,Tammi in Texas,I wanted to order 100 of the $100 gift cards but your qty restrictions forced me to place multiple orders in different denominations in order to get all the gift cards I needed. I should be able to order in 10-pks and get as many packs as I want. Why do you restrict qty?,Why do you restrict qty?,1388793600,,Neutral,wanted order gift card qty restriction forced place multiple order different denomination order get gift card needed able order pks get many pack want restrict qty,2.7723,0.2277
5,,True,"01 20, 2016",A3DXQEOUJMWKAE,B00AS527QW,,Nancy,Delivered as expected!,Five Stars,1453248000,,Positive,delivered expected!,4.2,0.7999999999999998
1,,False,"12 26, 2015",A3Q58RY65OCSS2,B00CHQ7I2S,{'Gift Amount:': ' 50'},Suzie Amazon Customer,"$50.00 gift card, was delivered with the incorrect name and did not NOT_have NOT_my NOT_message of who it was from ( just blank). Good thing I was close enough to the person that I asked ""did you get my gift card?"" She then told me she did not NOT_know NOT_who NOT_it was from.",Good thing I was close enough to the person that ...,1451088000,,Negative,gift card delivered incorrect name not nothave notmy notmessage blank good thing close enough person asked get gift card told not notknow notwho notit,2.4617,1.4617
1,,True,"01 14, 2016",ASQWA61MF6K1R,B00JDQKFPC,,austin,Why I did not NOT_get NOT_$10 NOT_coupon as specified when checked out the card?,One Star,1452729600,,Negative,not notget not notcoupon specified checked card,1.8,0.8
5,,True,"09 22, 2014",ABJWA292R621B,B007V6ETXA,,Frank Daz,good,hi,1411344000,,Positive,good,4.5523,0.4477000000000002
5,,True,"02 3, 2018",A1ETFN46EA02OI,B005ESMMWW,{'Gift Amount:': ' 50'},Sheila Corcoran,No NOT_comment...met NOT_my NOT_expectations,Five Stars,1517616000,,Positive,no notcommentmet notmy notexpectations,3.9632,1.0368
5,7,True,"05 2, 2017",ABKH3DH8KYYDL,B01H5PPJT4,,C. Ray-Hall,Delivered to my friend the day I selected and she was thrilled.,Gift Cards for plant lovers,1493683200,,Positive,delivered friend day selected thrilled,4.7815,0.2184999999999997
4,,True,"01 27, 2017",A1SNZZZ8ZY07WN,B00MV9GGEC,,Stc2581,"Bought card, it worked, grand daughter is happy.",grand daughter is happy.,1485475200,,Positive,bought card worked grand daughter happy,4.2174,0.2173999999999996
3,,True,"12 2, 2013",A2GEVGOU97729C,B0080IR6BA,{'Gift Amount:': ' 50'},Ms. Love,"My tin was dented so now the lid does not NOT_stay NOT_on NOT_all of the way. The tin itself is nice, but due to the way in which it was packaged, it got dented and does not NOT_close NOT_properly.",Packaging may cause denting,1385942400,,Neutral,tin dented lid not notstay noton notall way tin nice due way packaged got dented not notclose notproperly,3.181,0.18100000000000005
5,,True,"01 28, 2016",A17UQGSRZ600OO,B00GU2ZZ8Y,,DerKipppunkt,"Better than gifting a printed out gift card, this was just what I needed-- an actual gift card.",Gifting an Actual Gift Card Instead of a Printed One,1453939200,,Positive,better gifting printed gift card needed actual gift card,4.8617,0.1383000000000001
3,,False,"01 23, 2012",A1OGTX9645LXDG,B004KNWX1M,,CAD,I have not NOT_yet NOT_used NOT_my gift card so I cannot in good conscience write a review. I look forward to using it soon.,gift card review,1327276800,,Neutral,not notyet notused notmy gift card cannot good conscience write review look forward using soon,3.1012,0.10119999999999996
1,4,True,"03 2, 2017",A2QLU4JCZ6STGV,B00BXLUI5M,,GeekGoddess,"Unfortunately, all of the Jiffy Lube locations in MI are now Mobile One and no NOT_one NOT_will NOT_honor the gift cards I bought my sons for Christmas. Ca not NOT_return NOT_or NOT_exchange them, so I'm out $100. There was no NOT_way NOT_for NOT_me to determine this in advance since the conversion happened AFTER I bought the gift cards.",Verify Jiffy Lube locations and confirm they will honor the card BEFORE you buy!,1488412800,,Negative,unfortunately jiffy lube location mi mobile one no notone notwill nothonor gift card bought son christmas ca not notreturn notor notexchange im no notway notfor notme determine advance since conversion happened bought gift card,1.8,0.8
1,,True,"02 25, 2018",A3VYF0E5GPH87H,B006PJHP62,,Amazon Customer,Lost the gift card but nobody can help me any further.,One Star,1519516800,,Negative,lost gift card nobody help,2.2742,1.2742
5,,True,"12 26, 2012",A3A6MK8O0AQJ2,B005ESMF5G,{'Gift Amount:': ' 50'},Mary Parsons,My grandson buys from Amazon all the time and this gift will make it easier for him since he does not NOT_have NOT_a NOT_credit card.,wonderful gift,1356480000,,Positive,grandson buy amazon time gift make easier since not nothave nota notcredit card,4.8264,0.17360000000000042
2,4,False,"01 3, 2015",A2B2520AGFT7JG,B00MN5VAWC,,Transigent,"This is one of the many ways to spend $22 dollars to get $15. But unlike the $22 you had, you can only use this $15 in one place.", $15 = What?,1420243200,,Negative,one many way spend dollar get unlike use one place,2.4,0.3999999999999999
3,,True,"02 23, 2017",AAY64O191S6ZL,B00BXLSR2S,,Sunshine70,Great Gift!,Great Gift!,1487808000,,Neutral,great gift!,3.6456,0.6456
1,,False,"05 23, 2018",A3JMG6CX2QRKFH,B006PJI03Y,,TParrott,Also bought this card on amazon prime day and waitress said it had no NOT_money NOT_on NOT_it. Could not NOT_look NOT_it NOT_up online and could not NOT_call NOT_number NOT_without a pin.,Empty card,1527033600,,Negative,also bought card amazon prime day waitress said no notmoney noton notit could not notlook notit notup online could not notcall notnumber notwithout pin,1.6976,0.6976
3,,True,"02 24, 2018",AMSMDHGYF9NXJ,B004LLIKVU,{'Gift Amount:': ' 50'},Michal,"It was not NOT_clear NOT_to NOT_all the receivers what it was, we needed to let them know and explain to open.",It wasn't clear to all the receivers what it was ...,1519430400,,Neutral,not notclear notto notall receiver needed let know explain open,3.0,0.0
5,,True,"10 27, 2014",A1AXCH5AO9OMK9,B004Q7CK9M,{'Gift Amount:': ' 50'},Amazon Customer,What a great gift idea....and was delivered in just one day as promised (free shipping). Amazing.,Perfect gift,1414368000,,Positive,great gift ideaand delivered one day promised free shipping amazing,4.9588,0.0411999999999999
5,2,True,"07 22, 2013",A1PR2U96Q831IQ,B004Q7CK9M,,lilac lady,"The $100 dollar gift card was almost thrown away because it was under another item in a white envelope with ( Amazon logo in one corner , with other packing papers. Must look very carefully. This is not NOT_good NOT_for NOT_people who do not NOT_take NOT_the NOT_time to read packing lists.",Almost Lost Money,1374451200,,Positive,dollar gift card almost thrown away another item white envelope amazon logo one corner packing paper must look carefully not notgood notfor notpeople not nottake notthe nottime read packing list,4.7272,0.27280000000000015
3,,True,"01 20, 2015",A3B4QTM26O7NJN,B004Q7CK9M,{'Gift Amount:': ' 25'},mr,ok,Three Stars,1421712000,,Neutral,ok,3.2368,0.23680000000000012
3,4,True,"04 3, 2018",A385X3SJA9N34C,B00AR51Y5I,,Best Aunt Ever,"On the one hand, it's great that it says ""Happy Birthday!"", since it was for my big brother's birthday. But, having purchased the card in the amount of $50, I expected the card's packaging to say ""$50"" in the upper, left-hand corner. But (yes, as pictured...) it said ""$15-$500."" How would my brother have known how much the card was for? I used Wite-Out and a gold marker to change ""$15-$500"" to just ""$50,"" which looked a little bush league","Card envelope will say ""$15-$500"" regardless of what amount you purchase it for.",1522713600,,Neutral,one hand great say happy birthday! since big brother birthday purchased card amount expected card packaging say upper lefthand corner yes pictured said would brother known much card used witeout gold marker change looked little bush league,3.6962,0.6962000000000002
3,,True,"01 31, 2018",A2DLY6IND44GE6,B01E4QPDV6,{'Gift Amount:': ' 0'},Amazon Customer,A little misleading about how many cards you can purchase with this deal but I saved $15 never NOT_the NOT_less.,A little misleading about how many cards you can purchase ...,1517356800,,Neutral,little misleading many card purchase deal saved never notthe notless,3.3666,0.36660000000000004
3,,True,"05 9, 2013",A11D7FNT2Q6OZA,B007V6ETDK,,Dale D Boyd,Earned no NOT_thank NOT_you NOT_from the recepitient although I know it was received. The younger generation seems to expect more and appreciate it less.,Was Suprised,1368057600,,Neutral,earned no notthank notyou notfrom recepitient although know received younger generation seems expect appreciate less,3.1576,0.15759999999999996
3,,True,"01 19, 2015",A2PDI81TTV5JBK,B004LLIKWO,,LEE JONES,HAVING ALOT OF TROUBLE WOTH REDEMMING THE VOUCHER. HAVE HAD IT SINCE XMAS & STILL CANNOT WORK OUT HOW TO LINK IT TO OUR ACCOUNT & USE IT. EVERY PURCHASE WE DO IS BEING DEDUCTED FROM CREDIT CARD & NOT NOT_THE NOT_VOUCHER NOT_??,HAVING ALOT OF TROUBLE WOTH REDEMMING THE VOUCHER. HAVE ...,1421625600,,Neutral,alot trouble woth redemming voucher since xmas still cannot work link account use every purchase deducted credit card not notthe notvoucher not,2.9057,0.09430000000000005
3,,True,"03 5, 2017",A8Y2MKDGKR59A,B0091JKVU0,{'Gift Amount:': ' 50'},kd,"The cute snowflake tin has very sharp edges in the back. It looks like a toy, but it did cut fingers.",Beware the Snowflake Tin,1488672000,,Neutral,cute snowflake tin sharp edge back look like toy cut finger,3.0206,0.02059999999999995
1,,True,"04 5, 2017",A4465T3XZ5G21,B00MV9PIY6,,Amazon Customer,There was not NOT_a NOT_gift NOT_card or any information sent to recipient.,One Star,1491350400,,Negative,not nota notgift notcard information sent recipient,1.8,0.8
3,,True,"04 7, 2015",AKNMB25ACIGAO,B004KNWWV8,,Tom,Brooch was even more tan expected. Everything else lived up to expectations,Three Stars,1428364800,,Neutral,brooch even tan expected everything else lived expectation,3.0,0.0
5,,True,"02 15, 2015",A2LVZ6A3S6IGHF,B00B2TFURQ,,Cliff Vanderveen,well received!,Five Stars,1423958400,,Positive,well received!,4.4706,0.5293999999999999
2,2,True,"12 8, 2017",A2DNEVDAKO333E,B005DHN6E2,{'Gift Amount:': ' 20'},Amazon Customer,Product came severely bent.,Two Stars,1512691200,['https://images-na.ssl-images-amazon.com/images/I/61Wewfzc+AL._SY88.jpg'],Negative,product came severely bent,2.033,0.03299999999999992
3,,True,"03 4, 2014",A10MPQ2CADDQUN,B00BWDHUWA,,Susan T. Gauff,I sent a bunch of these cards for holiday gifts. Some recipients told me they had trouble retrieving the gift card from Facebook. Do not NOT_know NOT_if NOT_this is a Facebook problem or Amazon.,Card is cute but recipients had problems,1393891200,,Neutral,sent bunch card holiday gift recipient told trouble retrieving gift card facebook not notknow notif notthis facebook problem amazon,3.181,0.18100000000000005
3,,True,"03 14, 2015",A2T0HJMKBZJSUC,B00PGOMSU0,,Shawn,Sweet deal! But the convenience fee when you book tickets online sucks.,Sweet deal. Wish theres no convenience fee,1426291200,,Neutral,sweet deal! convenience fee book ticket online suck,2.7041,0.29590000000000005
5,,True,"06 13, 2018",A2QKEIS67U93OV,B0078EPRVS,,sal,received without issue....,Five Stars,1528848000,,Positive,received without issue,4.2,0.7999999999999998
1,,True,"06 21, 2016",A28WW3NR19DPY7,B00XUUAB92,,Jim Nelson,"Unhappy customer. Attempted to purchase 3 print at home gift cards to give to teachers' for their end of the year appreciation gifts. Account was flagged and gift card was held up pending manual approval. Despite contacting customer service 2x to have someone look at this and approve it, it was beyond anyone's ability to process. It should say somewhere on the site that multiple gift cards will need more time or special approval. Without any approval date given, I had to request the order be cancelled so that I could purchase something else for the teachers. ""Immediate"" delivery is false. And cancelling is far from easy from this online retailer. If you can do everything else online, why should canceling the order be so difficult and require a phone call to customer service?",And cancelling is far from easy from this online retailer,1466467200,,Negative,unhappy customer attempted purchase print home gift card give teacher end year appreciation gift account flagged gift card held pending manual approval despite contacting customer service x someone look approve beyond anyones ability process say somewhere site multiple gift card need time special approval without approval date given request order cancelled could purchase something else teacher immediate delivery false cancelling far easy online retailer everything else online canceling order difficult require phone call customer service,2.5457,1.5457
2,,True,"05 5, 2014",A2UDZTBLZHGRYA,B004LLILFK,,YadamnSkippy,"i sent two Amazon gift cards, one for a birthday & one as a wedding present. Neither one of the recipiants noticed it. I had to humble myself by asking, ""did you get my present"", and both said no. I had to tell them what it was, and when (i was not NOT_informed NOT_what NOT_time their notifying email would be delivered) i thought it may have arrived. Both went back and found it, and then said the same thing, ""i get LOTS of emails from Amazon, and sometimes just do not NOT_get NOT_them NOT_all opened. I'm lucky i did not NOT_delete NOT_it."" NOT_Obviously, Amazon needs to make these more recongnizable as GIFTS, to differentiate from your standard marketing email onslaught. This sucked the fun right out of giving...",2X problem,1399248000,,Negative,sent two amazon gift card one birthday one wedding present neither one recipiants noticed humble asking get present said no tell not notinformed notwhat nottime notifying email would delivered thought may arrived went back found said thing get lot email amazon sometimes not notget notthem notall opened im lucky not notdelete notit notobviously amazon need make recongnizable gift differentiate standard marketing email onslaught sucked fun right giving,3.1,1.1
